Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
1,GME,AAA,Gamestop Corporation Common Stock,100,68.66,10/9/2020
2,NNDM,AAA,Nano Dimension Ltd. - American Depositary Shares,99.994,1124.37,12/4/2020
4,LCA,AAA,"Landcadia Holdings, Inc. - Class A Common Stock",99.99,31.1,12/5/2020
3,ACB,AAA,Aurora Cannabis Inc. Common Shares,99.99,145.23,3/1/2020
5,BLNK,AAA,Blink Charging Co. - Common Stock,99.988,328.48,11/25/2020
6,LAC,AAA,Lithium Americas Corp. Common Shares,99.986,5.91,8/18/2020
7,ipoc,AAA,Social Capital Hedosophia Holdings Corp. III Clas,99.986,-14.77,10/8/2020
8,TRIL,AAA,Trillium Therapeutics Inc. - Common Shares,99.985,-22.61,8/20/2020
9,TLRY,AAA,"Tilray, Inc. - Class 2 Common Stock",99.982,112.47,3/3/2020
10,NNOX,AAA,NANO-X IMAGING LTD - Ordinary Shares,99.979,56.08,11/22/2020
11,JMIA,AAA,"Jumia Technologies AG American Depositary Shares,",99.978,476.75,7/23/2020
12,IPOB,AAA,Social Capital Hedosophia Holdings Corp. II Class,99.977,57.77,11/12/2020
14,RAD,AAA,Rite Aid Corporation Common Stock,99.976,48.7,3/19/2020
13,FUBO,AAA,fuboTV Inc. Common Stock,99.976,332.07,10/23/2020
15,FLR,AAA,Fluor Corporation Common Stock,99.975,79.14,12/10/2020
16,BCRX,AAA,"BioCryst Pharmaceuticals, Inc. - Common Stock",99.974,104.49,7/10/2020
17,GRWG,AAA,GrowGeneration Corp. - Common Stock,99.973,185.91,9/30/2020
19,GRVY,AAA,"GRAVITY Co., Ltd. - American depositary shares, e",99.971,42.82,9/16/2020
18,WKHS,AAA,"Workhorse Group, Inc. - Common Stock",99.971,-20.69,6/30/2020
20,AR,AAA,Antero Resources Corporation Common Stock,99.97,66.31,6/9/2020
21,UNFI,AAA,"United Natural Foods, Inc. - Common Stock",99.968,-5.45,11/4/2020
22,MSTR,AAA,MicroStrategy Incorporated - Class A Common Stock,99.965,79.32,9/19/2020
23,INO,AAA,"Inovio Pharmaceuticals, Inc. - Common Stock",99.961,-37.9,3/7/2020
24,JKS,AAA,JinkoSolar Holding Company Limited American Depos,99.96,146.55,11/10/2020
25,NKLA,AAA,Nikola Corporation - Common Stock,99.957,-48.96,9/8/2020
26,OSTK,AAA,"Overstock.com, Inc. - Common Stock",99.956,-7.87,6/23/2020
27,SRNE,AAA,"Sorrento Therapeutics, Inc. - Common Stock",99.955,-17.91,5/16/2020
28,VXRT,AAA,"Vaxart, Inc. - Common Stock",99.955,-7.32,7/14/2020
29,SWBI,AAA,"Smith & Wesson Brands, Inc. - Common Stock",99.954,12.6,6/19/2020
30,GMHI,AAA,"Gores Metropoulos, Inc. - Class A Common Stock",99.953,48.51,12/1/2020
31,APHA,AAA,Aphria Inc. Common Shares,99.953,65.26,3/1/2020
33,fcel,AAA,"FuelCell Energy, Inc. - Common Stock",99.952,346.04,11/14/2020
32,NXE,AAA,Nexgen Energy Ltd. Common Shares,99.952,42.42,12/5/2020
34,CWH,AAA,"Camping World Holdings, Inc. Class A Commom Stock",99.949,-4.48,5/9/2020
35,KPTI,AAA,Karyopharm Therapeutics Inc. - Common Stock,99.948,-10.14,12/3/2020
36,SI,AAA,Silvergate Capital Corporation Class A Common Sto,99.947,266.92,12/8/2020
39,OPK,AAA,"Opko Health, Inc. - Common Stock",99.946,41.99,10/30/2020
38,mnkd,AAA,MannKind Corporation - Common Stock,99.946,99.73,12/17/2020
37,CMPS,AAA,COMPASS Pathways Plc - American Depository Shares,99.946,36.18,12/10/2020
40,AG,AAA,First Majestic Silver Corp. Ordinary Shares (Cana,99.945,10.6,8/6/2020
41,INSG,AAA,Inseego Corp. - Common Stock,99.943,31.52,12/13/2020
42,WING,AAA,Wingstop Inc. - Common Stock,99.938,10.18,11/28/2020
43,PSNL,AAA,"Personalis, Inc. - Common Stock",99.937,87.11,10/7/2020
44,SGMO,AAA,"Sangamo Therapeutics, Inc. - Common Stock",99.936,24.24,12/17/2020
45,OTRK,AA+,"Ontrak, Inc. - Common Stock",99.934,1.51,12/18/2020
46,VBIV,AA+,"VBI Vaccines, Inc. - Ordinary Shares",99.931,0.77,12/15/2020
48,PGEN,AA+,"Precigen, Inc. - Common Stock",99.93,87.56,11/8/2020
47,CCXX,AA+,"Churchill Capital Corp III Class A common stock,",99.93,-15.51,12/17/2020
49,APPS,AA+,"Digital Turbine, Inc. - Common Stock",99.927,65.14,12/15/2020
50,TUP,AA+,Tupperware Brands Corporation Common Stock,99.925,18.98,12/4/2020
51,PBF,AA+,PBF Energy Inc. Class A Common Stock,99.924,-1.58,11/10/2020
52,FSLY,AA+,"Fastly, Inc. Class A Common Stock",99.92,29.8,12/13/2020
53,myov,AA+,Myovant Sciences Ltd. Common Shares,99.919,12.92,11/25/2020
54,ATRI,AA+,Atrion Corporation - Common Stock,99.919,-5.14,11/6/2020
55,XPEL,AA+,"XPEL, Inc. - Common Stock",99.917,116.89,8/15/2020
57,DHT,AA+,"DHT Holdings, Inc.",99.916,-4.43,12/10/2020
56,THRM,AA+,Gentherm Inc - Common Stock,99.916,46.32,10/24/2020
58,AUPH,AA+,Aurinia Pharmaceuticals Inc - Common Shares,99.915,-4.2,10/7/2020
60,FLGT,AA+,"Fulgent Genetics, Inc. - Common Stock",99.914,11.48,9/30/2020
59,CIIC,AA+,CIIG Merger Corp. - Class A Common Stock,99.914,195.1,12/11/2020
61,MEI,AA+,"Methode Electronics, Inc. Common Stock",99.91,42.83,6/25/2020
63,CRSR,AA+,"Corsair Gaming, Inc. - Common Stock",99.91,130.68,11/1/2020
62,MGNI,AA+,"Magnite, Inc. - Common Stock",99.91,208.25,9/1/2020
64,AMRN,AA+,Amarin Corporation plc - American Depositary Shar,99.909,21.87,11/26/2020
66,RIG,AA+,Transocean Ltd (Switzerland) Common Stock,99.909,142.65,11/21/2020
65,CELH,AA+,"Celsius Holdings, Inc. - Common Stock",99.909,75.56,11/5/2020
67,MAXR,AA+,Maxar Technologies Ltd.,99.906,16.82,11/3/2020
68,MANU,AA+,Manchester United Ltd. Class A Ordinary Shares,99.904,5.81,10/3/2020
69,BTAI,AA+,"BioXcel Therapeutics, Inc. - Common Stock",99.901,-10.72,11/14/2020
70,SPCE,AA+,"Virgin Galactic Holdings, Inc. Common Stock",99.901,108.71,11/25/2020
71,NK,AA+,"NantKwest, Inc. - Common Stock",99.9,26.52,9/19/2020
72,CNR,AA+,"Cornerstone Building Brands, Inc. Common Stock",99.899,16.98,11/9/2020
73,OMER,AA+,Omeros Corporation - Common Stock,99.896,23.05,8/19/2020
74,BB,AA+,BlackBerry Limited Common Stock,99.896,71.19,6/28/2020
75,GRPN,AA+,"Groupon, Inc. - Common Stock",99.895,45.47,11/22/2020
76,VERI,AA+,"Veritone, Inc. - Common Stock",99.893,216.29,12/8/2020
77,lmnd,AA+,"Lemonade, Inc. Common Stock",99.89,55.97,10/8/2020
78,BYND,AA+,"Beyond Meat, Inc. - Common stock",99.887,-3.5,9/12/2020
79,OSUR,AA+,"OraSure Technologies, Inc. - Common Stock",99.885,-7.65,9/12/2020
80,SRRK,AA+,Scholar Rock Holding Corporation - Common Stock,99.881,209.79,10/28/2020
81,MESO,AA+,Mesoblast Limited - American Depositary Shares,99.879,-17.23,11/11/2020
82,maxn,AA+,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",99.873,114.52,12/4/2020
83,EH,AA+,EHang Holdings Limited - ADS,99.872,110.74,12/11/2020
84,SPH,AA+,"Suburban Propane Partners, L.P. Common Stock",99.87,9.33,11/15/2020
85,SY,AA+,So-Young International Inc. - American Depository,99.869,-8.31,10/7/2020
86,WBT,AA+,"Welbilt, Inc. Common Stock",99.867,84.05,9/4/2020
88,MDXG,AA+,"MiMedx Group, Inc - Common Stock",99.866,28.64,12/17/2020
87,AMRS,AA+,"Amyris, Inc. - Common Stock",99.866,68.75,7/10/2020
89,TCRR,AA+,TCR2 Therapeutics Inc. - Common Stock,99.864,51.47,12/16/2020
92,CALX,AA+,"Calix, Inc Common Stock",99.863,41.33,12/9/2020
90,QURE,AA+,uniQure N.V. - Ordinary Shares,99.863,15.74,11/22/2020
91,save,AA+,"Spirit Airlines, Inc. - Common Stock",99.863,65.36,10/15/2020
94,DY,AA+,"Dycom Industries, Inc. Common Stock",99.861,31.86,10/31/2020
93,CARS,AA+,Cars.com Inc. Common Stock,99.861,49.13,12/11/2020
95,CYH,AA+,"Community Health Systems, Inc. Common Stock",99.861,80.15,11/28/2020
96,EXPI,AA+,"eXp World Holdings, Inc. - Common Stock",99.859,61.33,7/11/2020
97,RGR,AA+,"Sturm, Ruger & Company, Inc. Common Stock",99.856,4.63,6/2/2020
98,DMRC,AA+,Digimarc Corporation - Common Stock,99.854,242.53,12/9/2020
100,ARWR,AA+,"Arrowhead Pharmaceuticals, Inc. - Common Stock",99.853,72.13,7/27/2020
99,DDS,AA+,"Dillard's, Inc. Common Stock",99.853,43.14,10/1/2020
101,ATEC,AA+,"Alphatec Holdings, Inc. - Common Stock",99.85,166.46,11/14/2020
102,PENN,AA+,"Penn National Gaming, Inc. - Common Stock",99.849,37.15,11/21/2020
103,STRO,AA+,"Sutro Biopharma, Inc. - Common Stock",99.849,148.87,12/5/2020
104,TRIP,AA+,"TripAdvisor, Inc. - Common Stock",99.847,31.74,12/13/2020
106,BMI,AA+,"Badger Meter, Inc. Common Stock",99.845,37.44,12/15/2020
105,BIGC,AA+,"BigCommerce Holdings, Inc. - Series 1 Common Stoc",99.845,-0.6,9/11/2020
109,ELY,AA+,Callaway Golf Company Common Stock,99.844,22.51,12/10/2020
107,SONO,AA+,"Sonos, Inc. - Common Stock",99.844,67.57,12/10/2020
108,INMD,AA+,InMode Ltd.  - Ordinary Share,99.844,27.47,6/3/2020
110,ARCT,AA+,Arcturus Therapeutics Ltd. - Ordinary Shares,99.843,121.96,12/10/2020
111,PLUG,AA+,"Plug Power, Inc. - Common Stock",99.842,133.22,10/6/2020
112,VSTO,AA+,Vista Outdoor Inc. Common Stock,99.841,7.87,11/9/2020
113,GLNG,AA+,Golar LNG Limited - Common Shares,99.84,-25.38,10/16/2020
114,BMA,AA+,Banco Macro S.A.  ADR (representing Ten Class B C,99.84,-38.47,12/3/2020
115,YELP,AA+,Yelp Inc. Common Stock,99.839,40.46,12/10/2020
116,NVAX,AA+,"Novavax, Inc. - Common Stock",99.839,26.31,10/13/2020
117,FROG,AA+,JFrog Ltd. - Ordinary shares,99.838,6.7,11/18/2020
118,DENN,AA+,Denny's Corporation - Common Stock,99.837,35.91,12/4/2020
120,NIU,AA+,Niu Technologies - American Depositary Shares,99.836,47.21,12/3/2020
119,IIPR,AA+,"Innovative Industrial Properties, Inc. Common Sto",99.836,54.54,5/27/2020
121,SFIX,AA+,"Stitch Fix, Inc. - Class A Common Stock",99.835,147.86,3/2/2020
122,GSX,AA+,"GSX Techedu Inc. American Depositary Shares, thre",99.833,-43.67,9/1/2020
123,YALA,AA+,"Yalla Group Limited American Depositary Shares, e",99.831,125.86,12/16/2020
124,CNK,AA+,"Cinemark Holdings Inc Cinemark Holdings, Inc. Com",99.828,42.23,9/11/2020
125,COKE,AA+,Coca-Cola Bottling Co. Consolidated - Common Stoc,99.825,9.79,12/3/2020
126,BHE,AA+,"Benchmark Electronics, Inc. Common Stock",99.825,28.21,11/11/2020
127,PRPL,AA+,"Purple Innovation, Inc. - Common Stock",99.824,53.92,12/17/2020
130,FPRX,AA+,"Five Prime Therapeutics, Inc. - Common Stock",99.823,447.79,11/16/2020
129,SPWR,AA+,SunPower Corporation - Common Stock,99.823,147.49,12/12/2020
128,AAWW,AA+,Atlas Air Worldwide Holdings - Common Stock,99.823,-3.7,10/22/2020
133,TPB,AA,"Turning Point Brands, Inc. Common Stock",99.821,43.68,12/9/2020
132,TGTX,AA+,"TG Therapeutics, Inc. - Common Stock",99.821,105.5,9/7/2020
131,UPWK,AA+,Upwork Inc. - Common Stock,99.821,154.83,12/17/2020
134,GPRO,AA,"GoPro, Inc. - Class A Common Stock",99.82,107.66,12/16/2020
135,BE,AA,Bloom Energy Corporation Class A Common Stock,99.82,85.67,12/18/2020
136,IMGN,AA,"ImmunoGen, Inc. - Common Stock",99.819,97.99,12/16/2020
137,CRON,AA,Cronos Group Inc. - Common Share,99.818,52.04,12/16/2020
139,REGI,AA,"Renewable Energy Group, Inc. - Common Stock",99.817,44.96,10/24/2020
138,TGS,AA,Transportadora de Gas del Sur SA TGS Common Stock,99.817,35.96,12/17/2020
141,BWMX,AA,"Betterware de Mexico, S.A. de C.V. - Ordinary Sha",99.812,74.56,12/17/2020
142,ICPT,AA,"Intercept Pharmaceuticals, Inc. - Common Stock",99.812,-27.71,11/8/2020
140,IMAX,AA,Imax Corporation Common Stock,99.812,14.85,12/6/2020
143,OMI,AA,"Owens & Minor, Inc. Common Stock",99.811,126.33,11/5/2020
144,LOMA,AA,Loma Negra Compa??a Industrial Argentina Sociedad,99.806,46.3,12/11/2020
145,eurn,AA,Euronav NV Ordinary Shares,99.805,-17.75,12/10/2020
146,JWN,AA,"Nordstrom, Inc. Common Stock",99.802,118.07,12/2/2020
147,CGC,AA,Canopy Growth Corporation Common Stock,99.801,60.92,12/8/2020
148,cxw,AA,"CoreCivic, Inc. Common Stock",99.799,-11.9,11/18/2020
150,sri,AA,"Stoneridge, Inc. Common Stock",99.798,58.83,12/10/2020
149,SKT,AA,"Tanger Factory Outlet Centers, Inc. Common Stock",99.798,79.32,12/15/2020
151,FVRR,AA,"Fiverr International Ltd. Ordinary Shares, no par",99.796,41.01,12/13/2020
152,fro,AA,Frontline Ltd. Ordinary Shares,99.795,-7.24,12/5/2020
153,PACB,AA,"Pacific Biosciences of California, Inc. - Common",99.792,139.8,11/28/2020
154,DKNG,AA,DraftKings Inc. - Class A Common Stock,99.789,-2.06,12/16/2020
155,SIG,AA,Signet Jewelers Limited Common Shares,99.788,47.09,11/23/2020
157,NVTA,AA,Invitae Corporation Common Stock,99.787,57.73,11/27/2020
156,AXSM,AA,"Axsome Therapeutics, Inc. - Common Stock",99.787,6.44,12/4/2020
158,CALT,AA,Calliditas Therapeutics AB - American Depositary,99.784,48.63,11/11/2020
159,PEN,AA,"Penumbra, Inc. Common Stock",99.781,-15.2,12/14/2020
160,cde,AA,"Coeur Mining, Inc. Common Stock",99.78,36.57,12/16/2020
162,SDGR,AA,"Schrodinger, Inc. - Common Stock",99.778,40.65,9/15/2020
161,CLNE,AA,Clean Energy Fuels Corp. - Common Stock,99.778,73.72,11/28/2020
163,CCJ,AA,Cameco Corporation Common Stock,99.773,25.92,12/14/2020
164,FEYE,AA,"FireEye, Inc. - Common Stock",99.772,21.14,12/2/2020
165,EAT,AA,"Brinker International, Inc. Common Stock",99.772,19.88,11/26/2020
166,LTHM,AA,Livent Corporation Common Stock,99.77,85.59,10/10/2020
167,BLDP,AA,"Ballard Power Systems, Inc. - Common Shares",99.768,55.76,12/17/2020
168,REPL,AA,"Replimune Group, Inc. - Common Stock",99.768,89.48,11/7/2020
169,SCU,AA,"Sculptor Capital Management, Inc. Class A Common",99.766,23.31,12/11/2020
170,FIT,AA,"Fitbit, Inc. Class A Common Stock",99.764,13.4,10/25/2020
171,LL,AA,"Lumber Liquidators Holdings, Inc Common Stock",99.759,44.66,12/9/2020
172,NOVA,AA,Sunnova Energy International Inc. Common Stock,99.759,91.8,10/21/2020
173,rvlv,AA,"Revolve Group, Inc. Class A Common Stock",99.758,62.27,12/3/2020
174,TLND,AA,Talend S.A. - American Depositary Shares,99.758,-6.12,12/14/2020
175,CSIQ,AA,Canadian Solar Inc. - common shares,99.756,41.26,9/28/2020
176,RS,AA,Reliance Steel & Aluminum Co. Common Stock (DE),99.755,12.39,10/30/2020
178,API,AA,"Agora, Inc. - ADS",99.754,-3.72,11/26/2020
177,FUTU,AA,Futu Holdings Limited - American Depositary Share,99.754,30.56,12/12/2020
179,ENDP,AA,Endo International plc - Ordinary Shares,99.749,74.29,10/22/2020
180,CROX,AA,"Crocs, Inc. - Common Stock",99.749,55.62,10/13/2020
181,BOX,AA,"Box, Inc. Class A Common Stock",99.747,6.96,12/10/2020
182,EMN,AA,Eastman Chemical Company Common Stock,99.744,21.42,10/6/2020
184,AMBC,AA,"Ambac Financial Group, Inc. - Common Stock",99.744,50.9,12/11/2020
183,NGD,AA,New Gold Inc.,99.744,19.71,12/7/2020
185,PGNY,AA,"Progyny, Inc. - Common Stock",99.743,52.61,11/9/2020
186,CNDT,AA,Conduent Incorporated Common Stock,99.742,41.26,11/16/2020
187,AMCX,AA,AMC Networks Inc. - Class A Common Stock,99.742,2.78,10/22/2020
188,SSYS,AA,"Stratasys, Ltd. - Common Stock",99.741,49.51,12/11/2020
189,RXT,AA,"Rackspace Technology, Inc. - Common Stock",99.739,11.44,11/23/2020
190,PD,AA,"PagerDuty, Inc. Common Stock",99.739,86.68,12/4/2020
191,PBI,AA,Pitney Bowes Inc. Common Stock,99.738,-9.44,11/5/2020
192,PTON,AA,"Peloton Interactive, Inc. - Common Stock",99.734,54.54,12/10/2020
193,ZGNX,AA,"Zogenix, Inc. - Common Stock",99.733,-15.81,10/17/2020
194,STAR,AA,iStar Inc. Common Stock,99.728,20.43,11/5/2020
195,NTLA,AA,"Intellia Therapeutics, Inc. - Common Stock",99.726,155.01,10/20/2020
196,AAL,AA,"American Airlines Group, Inc. - Common Stock",99.726,54.47,10/13/2020
197,IRBT,AA,iRobot Corporation - Common Stock,99.725,3.77,10/26/2020
198,COTY,AA,Coty Inc. Class A Common Stock,99.724,123.85,11/6/2020
199,ALXO,AA,ALX Oncology Holdings Inc. - Common Stock,99.721,142.62,12/11/2020
201,ASAN,AA,"Asana, Inc. Class A Common Stock",99.716,4.5,12/11/2020
200,CZZ,AA,Cosan Limited Class A Common Stock,99.716,12.21,11/15/2020
202,FGEN,AA,"FibroGen, Inc - Common Stock",99.714,0.11,7/23/2020
203,SHAK,AA,"Shake Shack, Inc. Class A Common Stock",99.712,35.61,11/20/2020
204,CYTK,AA,"Cytokinetics, Incorporated - Common Stock",99.707,-2.86,10/9/2020
205,CLLS,AA,Cellectis S.A. - American Depositary Shares,99.704,40.08,12/16/2020
206,GOSS,AA,"Gossamer Bio, Inc. - Common Stock",99.702,-6.92,12/15/2020
207,MIK,AA,"The Michaels Companies, Inc. - Common Stock",99.699,26.21,12/12/2020
208,ZUO,AA,"Zuora, Inc. Class A Common Stock",99.696,32.8,11/30/2020
209,EVRI,AA,Everi Holdings Inc. Common Stock,99.695,69.28,12/11/2020
210,MOMO,AA,Momo Inc. - American Depositary Shares,99.694,-7.35,12/5/2020
211,ESPR,AA,"Esperion Therapeutics, Inc. - Common Stock",99.693,-28.15,10/18/2020
212,CMRE,AA,Costamare Inc. Common Stock $0.0001 par value,99.691,30.99,10/28/2020
213,PRVB,AA,"Provention Bio, Inc. - Common Stock",99.69,22.09,12/12/2020
214,JOE,AA,St. Joe Company (The) Common Stock,99.69,90.42,12/8/2020
215,ww,AA,Weight Watchers International Inc - Common Stock,99.685,49.31,12/16/2020
216,AYX,AA,"Alteryx, Inc. Class A Common Stock",99.682,9.96,10/23/2020
217,BSM,AA,"Black Stone Minerals, L.P. Common units represent",99.677,8.7,12/17/2020
218,FSM,AA,Fortuna Silver Mines Inc Ordinary Shares (Canada),99.674,-0.74,10/19/2020
219,LBRT,AA,Liberty Oilfield Services Inc. Class A Common Sto,99.673,21.75,12/17/2020
220,HP,AA,"Helmerich & Payne, Inc. Common Stock",99.671,52.57,12/17/2020
221,DESP,AA-,"Despegar.com, Corp. Ordinary Shares",99.671,75.07,12/14/2020
222,HIMX,AA-,"Himax Technologies, Inc. - American depositary sh",99.67,99.44,12/13/2020
223,GNW,AA-,Genworth Financial Inc Common Stock,99.669,16.15,12/18/2020
225,EDIT,AA-,"Editas Medicine, Inc. - Common Stock",99.665,85.18,12/11/2020
224,ptgx,AA-,"Protagonist Therapeutics, Inc. - Common Stock",99.665,8.48,12/16/2020
227,SWN,AA-,Southwestern Energy Company Common Stock,99.664,40.48,11/7/2020
228,RCKT,AA-,"Rocket Pharmaceuticals, Inc. - Common Stock",99.664,128.45,12/11/2020
226,ARVN,AA-,"Arvinas, Inc. - Common Stock",99.664,169.79,12/15/2020
229,MCRB,AA-,"Seres Therapeutics, Inc. - Common Stock",99.662,-1.28,12/14/2020
230,MTDR,AA-,Matador Resources Company Common Stock,99.655,37.26,11/11/2020
233,GNMK,AA-,"GenMark Diagnostics, Inc. - Common Stock",99.652,-4.38,12/17/2020
231,DQ,AA-,"DAQO New Energy Corp. American Depositary Shares,",99.652,156.44,12/17/2020
232,TWOU,AA-,"2U, Inc. - Common Stock",99.652,28.49,12/4/2020
234,COOP,AA-,Mr. Cooper Group Inc. - Common Stock,99.646,35,12/17/2020
235,NET,AA-,"Cloudflare, Inc. Class A Common Stock",99.644,121.68,12/8/2020
236,PS,AA-,"Pluralsight, Inc. - Class A Common Stock",99.644,23.73,8/6/2020
237,yeti,AA-,"YETI Holdings, Inc. Common Stock",99.643,65.23,12/12/2020
238,DEA,AA-,"Easterly Government Properties, Inc. Common Stock",99.642,2.62,12/9/2020
239,CLF,AA-,Cleveland-Cliffs Inc. Common Stock,99.638,139.54,12/17/2020
240,DBX,AA-,"Dropbox, Inc. - Class A Common Stock",99.637,24.25,12/13/2020
241,FSLR,AA-,"First Solar, Inc. - Common Stock",99.635,48.63,11/4/2020
242,TGP,AA-,Teekay LNG Partners L.P.,99.63,8.1,12/11/2020
243,RDFN,AA-,Redfin Corporation - Common Stock,99.629,71.17,12/14/2020
244,hope,AA-,"Hope Bancorp, Inc. - Common Stock",99.629,36.62,11/13/2020
247,gwph,AA-,GW Pharmaceuticals Plc - American Depositary Shar,99.628,22.67,11/6/2020
245,BLFS,AA-,"BioLife Solutions, Inc. - Common Stock",99.628,62.18,10/1/2020
246,MDP,AA-,Meredith Corporation Common Stock,99.628,45.09,12/11/2020
248,LVGO,AA-,"Livongo Health, Inc. - common stock",99.627,5.59,12/16/2020
249,ROKU,AA-,"Roku, Inc. - Class A Common Stock",99.626,108.98,12/12/2020
250,TWTR,AA-,"Twitter, Inc. Common Stock",99.625,30.43,12/12/2020
251,BLUE,AA-,"bluebird bio, Inc. - Common Stock",99.624,-24.63,12/11/2020
252,PLTR,AA-,Palantir Technologies Inc. Class A Common Stock,99.622,133.88,12/10/2020
253,ACMR,AA-,"ACM Research, Inc. - Class A Common Stock",99.622,4.3,10/11/2020
254,EHTH,AA-,"eHealth, Inc. - Common Stock",99.621,-7.57,12/11/2020
255,EVER,AA-,"EverQuote, Inc. - Class A Common Stock",99.619,-2.12,10/2/2020
256,NCLH,AA-,Norwegian Cruise Line Holdings Ltd. - Ordinary Sh,99.617,79.64,12/3/2020
257,RESI,AA-,Altisource Residential Corporation Common Stock,99.616,74.35,12/3/2020
258,FOUR,AA-,"Shift4 Payments, Inc. Class A Common Stock",99.614,52.75,11/9/2020
259,SRG,AA-,Seritage Growth Properties Class A Common Stock,99.611,9.8,12/12/2020
260,KSS,AA-,Kohl's Corporation Common Stock,99.61,66.37,12/6/2020
261,SHO,AA-,"Sunstone Hotel Investors, Inc. Sunstone Hotel Inv",99.609,37.24,12/9/2020
262,SVM,AA-,Silvercorp Metals Inc. Common Shares,99.609,-20.73,12/13/2020
263,MOBL,AA-,"MobileIron, Inc. - Common Stock",99.603,21.06,10/27/2020
264,SAIL,AA-,"SailPoint Technologies Holdings, Inc. Common Stoc",99.603,39.12,10/3/2020
265,PING,AA-,Ping Identity Holding Corp. Common Stock,99.601,-15.18,11/6/2020
267,SSP,AA-,E.W. Scripps Company (The) Common Stock,99.6,24.68,10/1/2020
266,rare,AA-,Ultragenyx Pharmaceutical Inc. - Common Stock,99.6,116.82,12/11/2020
269,RVNC,AA-,"Revance Therapeutics, Inc. - Common Stock",99.597,-11.16,12/5/2020
268,RUN,AA-,Sunrun Inc. - Common Stock,99.597,59.37,11/17/2020
270,CYRX,AA-,"CryoPort, Inc. - Common Stock",99.596,-0.61,11/24/2020
271,RILY,AA-,"B. Riley Financial, Inc. - Common Stock",99.594,48.59,12/13/2020
272,RRR,AA-,"Red Rock Resorts, Inc. - Class A Common Stock",99.588,39.86,11/24/2020
273,RRC,AA-,Range Resources Corporation Common Stock,99.586,-9.81,11/2/2020
274,TSHA,AA-,"Taysha Gene Therapies, Inc. - Common Stock",99.583,-4.2,11/20/2020
275,OR,AA-,Osisko Gold Royalties Ltd Common Shares,99.579,-3.96,11/11/2020
276,SBGI,AA-,"Sinclair Broadcast Group, Inc. - Class A Common S",99.579,33.1,11/1/2020
277,GLUU,AA-,Glu Mobile Inc. - Common Stock,99.576,29.11,11/29/2020
278,NAVI,AA-,Navient Corporation - Common Stock,99.574,9.55,12/15/2020
279,RH,AA-,RH Common Stock,99.572,22.56,12/9/2020
280,GLPG,AA-,Galapagos NV - American Depositary Shares,99.571,-32.31,12/18/2020
281,CDLX,AA-,"Cardlytics, Inc. - Common Stock",99.569,111.2,11/27/2020
283,PINS,AA-,"Pinterest, Inc. Class A Common Stock",99.567,83.43,12/6/2020
284,TDOC,AA-,"Teladoc, Inc. Common Stock",99.567,67.41,12/4/2020
282,SNBR,AA-,Sleep Number Corporation - Common Stock,99.567,72.59,11/10/2020
285,BALY,AA-,Bally's Corporation Common Stock,99.566,73.33,12/11/2020
286,PZZA,AA-,"Papa John's International, Inc. - Common Stock",99.564,5.46,10/6/2020
287,PLNT,AA-,"Planet Fitness, Inc. Common Stock",99.562,26.42,11/14/2020
288,WLL,AA-,Whiting Petroleum Corporation Common Stock,99.559,-49.72,12/15/2020
289,ERJ,AA-,Embraer S.A. Common Stock,99.558,41,12/13/2020
290,KOD,AA-,Kodiak Sciences Inc - Common Stock,99.557,176.3,9/26/2020
293,GOOS,AA-,Canada Goose Holdings Inc. Subordinate Voting Sha,99.554,8.66,12/13/2020
292,SMP,AA-,"Standard Motor Products, Inc. Common Stock",99.554,18.93,9/23/2020
291,CLNY,AA-,"Colony Capital, Inc.",99.554,77.97,12/11/2020
294,AMWL,AA-,American Well Corporation Class A Common Stock,99.549,3.44,12/15/2020
295,STTK,AA-,"Shattuck Labs, Inc. - Common Stock",99.548,111.26,12/16/2020
296,SRPT,AA-,"Sarepta Therapeutics, Inc. - Common Stock",99.544,18.32,9/26/2020
298,UAL,AA-,United Continental Holdings,99.54,24.82,12/17/2020
297,SILV,AA-,SilverCrest Metals Inc. Common Shares,99.54,-4.53,12/8/2020
299,BZUN,AA-,Baozun Inc. - American Depositary Shares,99.538,26.24,12/16/2020
300,TPIC,AA-,"TPI Composites, Inc. - Common Stock",99.534,57.47,12/10/2020
301,ATHA,AA-,"Athira Pharma, Inc. - Common Stock",99.533,96.54,12/5/2020
302,TBIO,AA-,"Translate Bio, Inc. - Common Stock",99.531,47.24,12/18/2020
303,CUB,AA-,Cubic Corporation Common Stock,99.53,40.2,12/18/2020
304,GPS,AA-,"Gap, Inc. (The) Common Stock",99.528,23.25,12/16/2020
306,SAGE,AA-,"Sage Therapeutics, Inc. - Common Stock",99.526,22.87,11/16/2020
305,STMP,AA-,Stamps.com Inc. - Common Stock,99.526,-10.9,12/11/2020
307,TECK,AA-,Teck Resources Ltd Ordinary Shares,99.526,19.26,12/18/2020
309,CPG,A+,Crescent Point Energy Corporation Ordinary Shares,99.525,70.69,12/18/2020
308,SMPL,A+,The Simply Good Foods Company - Common Stock,99.525,17.46,12/11/2020
310,REZI,A+,"Resideo Technologies, Inc. Common Stock",99.523,91.16,12/11/2020
311,RWT,A+,"Redwood Trust, Inc. Common Stock",99.522,7.02,12/18/2020
